rdate,rhour,central_western,eastern,kwun_tong,sham_shui_po,kwai_chung,tsuen_wan,tseung_kwan_o,yuen_long,tuen_mun,tung_chung,tai_po,shatin,tap_mun,causeway_bay,central,mong_kok
2017-05-29,01,5,5,4,5,5,5,5,6,6,5,5,5,5,5,5,5
2017-05-29,02,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4
2017-05-29,03,5,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4
2017-05-29,04,5,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4
2017-05-29,05,5,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4
2017-05-29,06,5,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4
2017-05-29,07,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4
2017-05-29,08,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4
2017-05-29,09,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4
2017-05-29,10,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4
2017-05-29,11,4,4,4,4,5,4,4,4,5,4,5,4,4,5,5,5
2017-05-29,12,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
2017-05-29,13,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
2017-05-29,14,5,5,4,5,5,5,5,6,5,5,6,5,5,5,5,5
2017-05-29,15,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5
2017-05-29,16,5,5,5,5,6,6,5,6,6,6,6,5,5,5,5,5
2017-05-29,17,5,5,5,5,5,6,5,6,6,6,6,5,5,5,5,5
2017-05-29,18,5,5,5,5,5,6,5,5,5,5,6,5,5,5,5,5
2017-05-29,19,5,5,4,5,5,6,5,5,5,5,5,5,5,5,5,5
2017-05-29,20,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5
2017-05-29,21,5,5,4,4,5,5,4,5,5,5,5,4,5,5,5,5
2017-05-29,22,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
2017-05-29,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2017-05-29,24,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2017-05-30,01,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2017-05-30,02,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2017-05-30,03,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2017-05-30,04,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
2017-05-30,05,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,3
2017-05-30,06,4,4,3,3,4,3,4,3,3,4,4,4,3,3,4,3
2017-05-30,07,4,4,3,3,3,3,4,3,3,4,4,3,3,3,3,3
2017-05-30,08,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3
2017-05-30,09,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2017-05-30,10,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
2017-05-30,11,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
2017-05-30,12,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3
2017-05-30,13,4,4,3,3,3,3,4,3,4,4,4,3,4,4,3,4
2017-05-30,14,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4
2017-05-30,15,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4
2017-05-30,16,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4
2017-05-30,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2017-05-30,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2017-05-30,19,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2017-05-30,20,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
2017-05-30,21,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4
2017-05-30,22,4,4,4,3,3,3,4,3,3,3,4,3,3,5,4,4
2017-05-30,23,3,4,3,3,3,3,3,3,3,2,3,3,3,4,4,4
2017-05-30,24,3,4,3,3,3,3,3,3,3,2,3,3,3,4,3,3
2017-05-31,01,3,4,3,3,3,3,3,3,3,2,3,3,3,4,3,3
2017-05-31,02,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3
2017-05-31,03,3,3,2,3,3,2,3,3,3,2,3,2,2,3,3,3
2017-05-31,04,3,3,2,2,2,2,3,3,3,2,3,2,2,3,3,2
2017-05-31,05,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2
2017-05-31,06,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2
2017-05-31,07,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,3
2017-05-31,08,3,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3
2017-05-31,09,3,3,3,2,3,2,2,2,2,2,2,2,2,4,3,3
2017-05-31,10,3,3,3,3,3,3,2,2,3,2,2,2,2,4,4,3
2017-05-31,11,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3
2017-05-31,12,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3
2017-05-31,13,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
2017-05-31,14,3,3,3,3,4,3,3,3,4,3,3,3,3,5,3,4
2017-05-31,15,3,3,3,3,4,4,3,4,5,4,4,3,3,5,3,3
2017-05-31,16,3,3,3,3,3,4,3,4,5,4,4,3,3,4,3,3
2017-05-31,17,3,3,3,3,3,4,3,4,5,4,4,3,3,4,3,3
2017-05-31,18,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3
2017-05-31,19,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
2017-05-31,20,2,3,3,2,3,3,3,2,3,2,3,2,3,4,3,3
2017-05-31,21,2,3,3,2,3,2,2,2,3,2,2,2,2,4,3,3
2017-05-31,22,2,2,2,2,3,2,2,2,2,2,2,2,2,4,3,2
2017-05-31,23,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
2017-05-31,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
